REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,ID_ZONA_LOC,NVIV,NHOGAR,PERSONAN,P07,P08,P09,P10,P10COMUNA,P10PAIS,P11,P11COMUNA,P11PAIS,P12,P12COMUNA,P12PAIS,P12A_LLEGADA,P12A_TRAMO,P13,P14,P15,P15A,P16,P16A,P16A_OTRO,P17,P18,P19,P20,P21M,P21A,P10PAIS_GRUPO,P11PAIS_GRUPO,P12PAIS_GRUPO,ESCOLARIDAD,P16A_GRUPO,REGION_15R,PROVINCIA_15R,COMUNA_15R,P10COMUNA_15R,P11COMUNA_15R,P12COMUNA_15R
10,101,10102,1,2,1,9485,1,1,1,1,2,50,1,98,998,2,98,998,1,98,998,9998,98,2,99,99,99,2,98,98,6,98,2,2,3,1999,998,998,998,99,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,1,1,2,14,1,88,1,98,998,2,98,998,1,98,998,9998,98,2,99,99,99,2,98,98,7,98,98,98,98,9998,998,998,998,99,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,1,1,3,5,1,18,1,98,998,2,98,998,1,98,998,9998,98,1,4,7,1,2,98,98,5,98,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,1,1,4,14,1,21,1,98,998,2,98,998,2,997,998,9998,98,2,99,99,99,2,98,98,1,Z,98,98,98,9998,998,998,998,99,98,10,101,10102,98,98,997
10,101,10102,1,2,1,9485,1,1,5,5,1,23,1,98,998,2,98,998,2,997,998,9998,98,2,2,11,1,2,98,98,1,Z,98,98,98,9998,998,998,998,14,98,10,101,10102,98,98,997
10,101,10102,1,2,1,9485,1,1,6,2,1,51,1,98,998,2,98,998,1,98,998,9998,98,2,99,7,99,2,98,98,1,Z,98,98,98,9998,998,998,998,99,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,2,1,1,1,2,36,1,98,998,2,98,998,2,10104,998,9998,98,2,1,7,2,2,98,98,1,N,2,2,11,2011,998,998,998,9,98,10,101,10102,98,98,10104
10,101,10102,1,2,1,9485,2,1,2,5,1,12,1,98,998,2,98,998,1,98,998,9998,98,1,6,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,2,1,3,5,1,5,1,98,998,2,98,998,1,98,998,9998,98,1,0,3,2,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,3,1,1,1,1,38,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,A,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,3,1,2,4,2,44,1,98,998,2,98,998,2,10108,998,9998,98,2,8,5,1,2,98,98,1,Z,2,2,9,2003,998,998,998,8,98,10,101,10102,98,98,10108
10,101,10102,1,2,1,9485,3,1,3,5,2,13,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,3,1,4,5,2,19,1,98,998,2,98,998,1,98,998,9998,98,1,4,8,1,2,98,98,5,98,0,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,5,1,1,1,1,66,1,98,998,99,99,999,2,10107,998,9998,98,2,8,5,1,2,98,98,1,G,98,98,98,9998,998,999,998,8,98,10,101,10102,98,99,10107
10,101,10102,1,2,1,9485,5,1,2,2,2,67,1,98,998,2,98,998,2,10106,998,9998,98,2,6,6,1,2,98,98,1,G,3,3,8,1975,998,998,998,6,98,10,101,10102,98,98,10106
10,101,10102,1,2,1,9485,6,1,1,1,2,34,1,98,998,2,98,998,1,98,998,9998,98,2,3,5,2,2,98,98,6,98,2,2,12,2008,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,6,1,2,5,1,18,1,98,998,2,98,998,1,98,998,9998,98,2,7,5,2,2,98,98,6,98,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,6,1,3,5,2,8,1,98,998,2,98,998,99,99,999,9999,99,1,2,5,2,2,98,98,98,98,98,98,98,9998,998,998,999,2,98,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,7,1,1,1,1,69,1,98,998,2,98,998,2,10106,998,9998,98,2,5,6,2,2,98,98,7,98,98,98,98,9998,998,998,998,5,98,10,101,10102,98,98,10106
10,101,10102,1,2,1,9485,7,1,2,2,2,71,1,98,998,2,98,998,2,10109,998,9998,98,2,5,6,2,2,98,98,7,98,1,1,2,1972,998,998,998,5,98,10,101,10102,98,98,10109
10,101,10102,1,2,1,9485,7,1,3,5,2,45,1,98,998,2,98,998,4,98,998,9999,99,2,1,5,2,2,98,98,8,98,0,98,98,9998,998,998,32,1,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,8,1,1,1,1,62,1,98,998,2,98,998,1,98,998,9998,98,2,99,99,99,2,98,98,1,A,98,98,98,9998,998,998,998,99,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,10,1,1,1,2,41,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,1,1,98,6,98,7,7,3,2004,998,998,998,6,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,10,1,2,5,1,22,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,1,1,98,4,98,98,98,98,9998,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,10,1,3,5,1,17,1,98,998,2,98,998,1,98,998,9998,98,1,3,7,2,1,1,98,5,98,98,98,98,9998,998,998,998,11,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,10,1,4,5,1,14,1,98,998,2,98,998,99,99,999,9999,99,1,8,5,1,1,1,98,98,98,98,98,98,9998,998,998,999,8,1,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,10,1,5,5,1,13,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,1,1,98,98,98,98,98,98,9998,998,998,998,7,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,10,1,6,5,1,13,1,98,998,2,98,998,99,99,999,9999,99,1,7,5,2,1,1,98,98,98,98,98,98,9998,998,998,999,7,1,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,11,1,1,1,1,73,1,98,998,2,98,998,2,9114,998,9998,98,2,6,9,1,1,1,98,7,98,98,98,98,9998,998,998,998,12,1,10,101,10102,98,98,9114
10,101,10102,1,2,1,9485,11,1,2,2,2,77,1,98,998,2,98,998,2,13101,998,9998,98,2,4,8,1,2,98,98,6,98,5,5,6,1981,998,998,998,12,98,10,101,10102,98,98,13101
10,101,10102,1,2,1,9485,12,1,1,1,1,82,1,98,998,2,98,998,1,98,998,9998,98,2,3,6,2,2,98,98,7,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,14,1,1,1,2,31,1,98,998,3,10108,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,Z,12,12,9,2012,998,998,998,8,98,10,101,10102,98,10108,98
10,101,10102,1,2,1,9485,14,1,2,5,2,9,1,98,998,3,10108,998,2,10108,998,9998,98,1,3,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,10108,10108
10,101,10102,1,2,1,9485,14,1,3,5,1,4,1,98,998,1,98,998,99,99,999,9999,99,1,0,2,1,2,98,98,98,98,98,98,98,9998,998,998,999,0,98,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,15,1,1,1,2,34,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,1,1,98,1,C,2,2,11,2009,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,15,1,2,5,1,7,1,98,998,2,98,998,99,99,999,9999,99,1,1,5,2,1,1,98,98,98,98,98,98,9998,998,998,999,1,1,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,16,1,1,1,1,64,1,98,998,2,98,998,2,10403,998,9998,98,2,5,12,1,2,98,98,7,98,98,98,98,9998,998,998,998,17,98,10,101,10102,98,98,10403
10,101,10102,1,2,1,9485,16,1,2,2,2,61,1,98,998,2,98,998,2,13101,998,9998,98,2,3,11,1,2,98,98,7,98,1,1,3,1993,998,998,998,15,98,10,101,10102,98,98,13101
10,101,10102,1,2,1,9485,17,1,1,1,2,53,1,98,998,2,98,998,2,10108,998,9998,98,2,8,5,1,1,1,98,6,98,3,3,12,1998,998,998,998,8,1,10,101,10102,98,98,10108
10,101,10102,1,2,1,9485,17,1,2,5,1,21,1,98,998,2,98,998,2,10108,998,9998,98,1,3,12,2,1,1,98,5,98,98,98,98,9998,998,998,998,15,1,10,101,10102,98,98,10108
10,101,10102,1,2,1,9485,17,1,3,5,2,18,1,98,998,2,98,998,2,10108,998,9998,98,1,3,8,2,1,1,98,5,98,0,98,98,9998,998,998,998,11,1,10,101,10102,98,98,10108
10,101,10102,1,2,1,9485,19,1,1,1,2,68,1,98,998,99,99,999,1,98,998,9998,98,2,4,6,2,1,1,98,6,98,6,6,5,1972,998,999,998,4,1,10,101,10102,98,99,98
10,101,10102,1,2,1,9485,20,1,1,1,1,54,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,1,H,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,20,1,2,2,2,60,1,98,998,2,98,998,2,10101,998,9998,98,2,6,5,2,2,98,98,6,98,3,3,3,1995,998,998,998,6,98,10,101,10102,98,98,10101
10,101,10102,1,2,1,9485,21,1,1,1,1,49,1,98,998,2,98,998,2,10201,998,9998,98,2,4,7,1,1,1,98,1,G,98,98,98,9998,998,998,998,12,1,10,101,10102,98,98,10201
10,101,10102,1,2,1,9485,21,1,2,2,2,53,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,1,1,98,6,98,2,2,5,1995,998,998,998,8,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,21,1,3,5,1,21,1,98,998,2,98,998,1,98,998,9998,98,1,2,11,2,1,1,98,5,98,98,98,98,9998,998,998,998,14,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,22,1,1,1,1,73,1,98,998,2,98,998,1,98,998,9998,98,2,3,6,2,2,98,98,7,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,22,1,2,2,2,70,1,98,998,2,98,998,1,98,998,9998,98,2,2,6,2,2,98,98,7,98,4,4,9,1973,998,998,998,2,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,22,1,3,5,2,49,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,1,1,98,1,H,1,1,2,1994,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,22,1,4,12,2,23,1,98,998,2,98,998,1,98,998,9998,98,1,2,12,2,1,1,98,5,98,0,98,98,9998,998,998,998,14,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,23,1,1,1,2,68,1,98,998,2,98,998,2,10101,998,9998,98,2,4,8,1,2,98,98,99,99,1,1,12,1976,998,998,998,12,98,10,101,10102,98,98,10101
10,101,10102,1,2,1,9485,23,1,2,5,2,40,1,98,998,99,99,999,2,12000,998,9998,98,2,4,8,1,2,98,98,6,98,0,98,98,9998,998,999,998,12,98,10,101,10102,98,99,12000
10,101,10102,1,2,1,9485,24,1,1,1,1,43,1,98,998,2,98,998,1,98,998,9998,98,2,3,5,2,1,1,98,1,Z,98,98,98,9998,998,998,998,3,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,25,1,1,1,1,56,1,98,998,2,98,998,2,10108,998,9998,98,2,6,5,2,2,98,98,1,Z,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,10108
10,101,10102,1,2,1,9485,25,1,2,5,2,24,1,98,998,2,98,998,2,10108,998,9998,98,2,4,8,1,1,1,98,6,98,1,1,1,2013,998,998,998,12,1,10,101,10102,98,98,10108
10,101,10102,1,2,1,9485,25,1,3,12,2,4,1,98,998,1,98,998,1,98,998,9998,98,1,0,1,2,1,1,98,98,98,98,98,98,9998,998,998,998,0,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,26,1,1,1,2,51,1,98,998,2,98,998,2,14101,998,9998,98,2,8,5,1,2,98,98,6,98,3,3,8,2004,998,998,998,8,98,10,101,10102,98,98,14101
10,101,10102,1,2,1,9485,26,1,2,4,1,76,1,98,998,2,98,998,2,7201,998,9998,98,2,4,9,2,2,98,98,7,98,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,7201
10,101,10102,1,2,1,9485,26,1,3,5,2,12,1,98,998,2,98,998,1,98,998,9998,98,1,6,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,27,1,1,1,1,37,1,98,998,2,98,998,1,98,998,9998,98,1,4,7,1,2,98,98,1,A,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,27,1,2,2,2,42,1,98,998,2,98,998,1,98,998,9998,98,99,3,8,2,2,98,98,1,G,1,1,12,2009,998,998,998,11,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,27,1,3,5,2,7,1,98,998,2,98,998,1,98,998,9998,98,1,1,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,1,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,27,1,4,8,2,64,1,98,998,2,98,998,99,99,999,9999,99,2,6,5,2,2,98,98,6,98,14,4,10,1983,998,998,999,6,98,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,28,1,1,1,1,51,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,A,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,28,1,2,2,2,51,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,6,98,2,2,5,2005,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,28,1,3,5,1,20,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,28,1,4,5,2,11,1,98,998,2,98,998,1,98,998,9998,98,1,5,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,5,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,28,1,5,7,1,63,1,98,998,2,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,8,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,29,1,1,1,1,54,1,98,998,2,98,998,2,10101,998,9998,98,2,8,5,1,2,98,98,4,98,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,10101
10,101,10102,1,2,1,9485,29,1,2,2,2,45,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,1,1,98,6,98,3,3,10,2000,998,998,998,6,1,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,29,1,3,5,2,23,1,98,998,2,98,998,99,99,999,9999,99,2,4,8,1,2,98,98,1,Q,1,1,8,2011,998,998,999,12,98,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,29,1,4,5,2,19,1,98,998,99,99,999,1,98,998,9998,98,2,4,8,1,2,98,98,4,98,99,99,99,9999,998,999,998,12,98,10,101,10102,98,99,98
10,101,10102,1,2,1,9485,29,1,5,5,1,16,1,98,998,2,98,998,1,98,998,9998,98,1,2,8,2,2,98,98,5,98,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,29,1,6,12,1,5,1,98,998,2,98,998,99,99,999,9999,99,1,0,2,1,2,98,98,98,98,98,98,98,9998,998,998,999,0,98,10,101,10102,98,98,99
10,101,10102,1,2,1,9485,30,1,1,1,2,27,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,6,98,4,4,1,2016,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,30,1,2,4,1,30,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,1,C,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,1,9485,30,1,3,5,2,6,1,98,998,2,98,998,2,13104,998,9998,98,1,0,3,1,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,13104
10,101,10102,1,2,1,9485,30,1,4,14,2,6,1,98,998,2,98,998,2,13104,998,9998,98,1,0,3,1,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,13104
10,101,10102,1,2,1,9485,30,1,5,5,2,1,1,98,998,1,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,1,1,1,1,1,31,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,2,98,98,1,A,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,1,1,2,2,2,24,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,99,99,2,2,2,2016,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,1,1,3,5,2,6,1,98,998,2,98,998,1,98,998,9998,98,1,0,3,1,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,1,1,4,5,1,1,1,98,998,1,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,2,1,1,1,2,43,1,98,998,99,99,999,2,10108,998,9998,98,2,6,5,2,2,98,98,1,A,5,3,10,1999,998,999,998,6,98,10,101,10102,98,99,10108
10,101,10102,1,2,4,14512,2,1,2,14,1,35,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,1,A,98,98,98,9998,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,3,1,1,1,1,56,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,8,98,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,6,1,1,1,1,29,1,98,998,2,98,998,1,98,998,9998,98,1,8,5,1,2,98,98,1,A,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,7,1,1,1,2,68,1,98,998,2,98,998,1,98,998,9998,98,2,4,5,2,2,98,98,6,98,3,3,3,1984,998,998,998,4,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,7,1,2,5,2,38,1,98,998,2,98,998,1,98,998,9998,98,2,1,7,2,2,98,98,1,I,1,1,1,2013,998,998,998,9,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,7,1,3,12,2,4,1,98,998,1,98,998,1,98,998,9998,98,1,0,2,1,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,7,1,4,14,1,19,99,99,999,99,99,999,99,99,999,9999,99,99,99,99,99,99,99,99,99,99,98,98,98,9998,999,999,999,99,99,10,101,10102,99,99,99
10,101,10102,1,2,4,14512,7,2,1,1,1,47,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,A,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,8,1,1,1,2,42,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,2,98,98,6,98,3,3,10,2014,998,998,998,10,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,8,1,2,2,1,45,1,98,998,2,98,998,2,10301,998,9998,98,2,2,7,2,2,98,98,1,C,98,98,98,9998,998,998,998,10,98,10,101,10102,98,98,10301
10,101,10102,1,2,4,14512,8,1,3,5,2,21,1,98,998,2,98,998,1,98,998,9998,98,1,3,12,2,2,98,98,5,98,99,99,99,9999,998,998,998,15,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,8,1,4,5,2,11,1,98,998,2,98,998,1,98,998,9998,98,1,5,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,5,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,8,1,5,5,1,2,1,98,998,1,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,9,1,1,1,2,29,1,98,998,2,98,998,2,14101,998,9998,98,2,7,5,2,2,98,98,1,A,2,2,9,2009,998,998,998,7,98,10,101,10102,98,98,14101
10,101,10102,1,2,4,14512,9,1,2,2,1,32,1,98,998,2,98,998,1,98,998,9998,98,1,4,7,1,2,98,98,3,A,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,9,1,3,5,2,9,1,98,998,2,98,998,1,98,998,9998,98,1,3,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,9,1,4,5,2,7,1,98,998,2,98,998,1,98,998,9998,98,1,1,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,1,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,10,1,1,1,2,32,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,6,98,2,2,12,2006,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,10,1,2,4,1,39,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,10,1,3,5,2,13,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,10,1,4,5,1,10,1,98,998,2,98,998,1,98,998,9998,98,1,4,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,4,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,11,1,1,1,2,49,1,98,998,3,12101,998,2,10202,998,9998,98,2,8,5,1,1,1,98,8,98,2,2,7,1991,998,998,998,8,1,10,101,10102,98,12101,10202
10,101,10102,1,2,4,14512,11,1,2,4,1,51,1,98,998,3,10101,998,1,98,998,9998,98,3,98,98,98,1,1,98,1,A,98,98,98,9998,998,998,998,0,1,10,101,10102,98,10101,98
10,101,10102,1,2,4,14512,12,1,1,1,1,52,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,1,1,98,1,F,98,98,98,9998,998,998,998,8,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,12,1,2,2,2,45,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,1,1,98,1,P,3,3,11,2002,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,12,1,3,5,2,17,1,98,998,2,98,998,1,98,998,9998,98,1,3,8,2,1,1,98,5,98,0,98,98,9998,998,998,998,11,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,12,1,4,5,2,14,1,98,998,2,98,998,1,98,998,9998,98,1,8,5,1,1,1,98,98,98,98,98,98,9998,998,998,998,8,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,13,1,1,1,1,38,1,98,998,2,98,998,2,10108,998,9998,98,2,4,7,1,2,98,98,1,Z,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,10108
10,101,10102,1,2,4,14512,13,1,2,2,2,42,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,6,98,1,1,1,2002,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,14,1,1,1,2,47,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,1,1,98,1,C,1,1,6,2002,998,998,998,12,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,14,1,2,2,1,43,1,98,998,2,98,998,2,14101,998,9998,98,2,4,8,1,2,98,98,1,A,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,14101
10,101,10102,1,2,4,14512,14,1,3,5,2,14,1,98,998,2,98,998,1,98,998,9998,98,1,8,5,1,1,1,98,98,98,98,98,98,9998,998,998,998,8,1,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,15,1,1,1,1,42,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,Z,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,15,1,2,2,2,40,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,6,98,3,3,10,2014,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,15,1,3,5,1,19,1,98,998,2,98,998,1,98,998,9998,98,2,3,5,2,2,98,98,1,Z,98,98,98,9998,998,998,998,3,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,15,1,4,5,2,18,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,3,T,0,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,15,1,5,5,2,2,1,98,998,1,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,16,1,1,1,1,69,1,98,998,2,98,998,1,98,998,9998,98,3,98,98,98,2,98,98,1,A,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,16,1,2,2,2,75,1,98,998,2,98,998,1,98,998,9998,98,2,2,5,2,2,98,98,1,A,99,99,99,9999,998,998,998,2,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,18,1,1,1,1,43,1,98,998,2,98,998,1,98,998,9998,98,2,4,7,1,2,98,98,1,H,98,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,18,1,2,4,2,40,1,98,998,3,10101,998,2,10101,998,9998,98,2,3,7,2,2,98,98,6,98,2,2,2,2015,998,998,998,11,98,10,101,10102,98,10101,10101
10,101,10102,1,2,4,14512,18,1,3,5,1,2,1,98,998,1,98,998,2,10101,998,9998,98,2,0,1,2,2,98,98,98,98,98,98,98,9998,998,998,998,0,98,10,101,10102,98,98,10101
10,101,10102,1,2,4,14512,19,1,1,1,2,84,1,98,998,99,99,999,1,98,998,9998,98,2,2,5,2,2,98,98,7,98,8,8,6,1971,998,999,998,2,98,10,101,10102,98,99,98
10,101,10102,1,2,4,14512,20,1,1,1,1,46,1,98,998,2,98,998,1,98,998,9998,98,2,7,5,2,2,98,98,1,N,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,20,1,2,4,2,40,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,6,98,2,2,11,2003,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,20,1,3,5,1,22,1,98,998,2,98,998,1,98,998,9998,98,2,1,7,2,2,98,98,1,E,98,98,98,9998,998,998,998,9,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,20,1,4,5,1,13,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,2,98,98,98,98,98,98,98,9998,998,998,998,7,98,10,101,10102,98,98,98
10,101,10102,1,2,4,14512,21,1,1,1,2,26,1,98,998,2,98,998,2,10101,998,9998,98,2,8,5,1,2,98,98,1,A,2,2,4,2016,998,998,998,8,98,10,101,10102,98,98,10101
10,101,10102,1,2,4,14512,21,1,2,4,1,27,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,A,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
