REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,ID_ZONA_LOC,NVIV,NHOGAR,PERSONAN,P07,P08,P09,P10,P10COMUNA,P10PAIS,P11,P11COMUNA,P11PAIS,P12,P12COMUNA,P12PAIS,P12A_LLEGADA,P12A_TRAMO,P13,P14,P15,P15A,P16,P16A,P16A_OTRO,P17,P18,P19,P20,P21M,P21A,P10PAIS_GRUPO,P11PAIS_GRUPO,P12PAIS_GRUPO,ESCOLARIDAD,P16A_GRUPO,REGION_15R,PROVINCIA_15R,COMUNA_15R,P10COMUNA_15R,P11COMUNA_15R,P12COMUNA_15R
10,101,10102,1,2,8,12926,256,1,4,5,2,19,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,2,98,98,8,98,99,99,99,9999,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,257,1,1,1,2,57,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,2,98,98,8,98,4,4,7,1997,998,998,998,6,98,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,257,1,2,5,2,19,1,98,998,2,98,998,1,98,998,9998,98,2,4,8,1,2,98,98,3,A,0,98,98,9998,998,998,998,12,98,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,259,1,1,1,1,37,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,1,H,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,259,1,2,2,2,24,1,98,998,2,98,998,1,98,998,9998,98,2,3,11,1,1,1,98,1,O,99,99,99,9999,998,998,998,15,1,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,260,1,1,2,2,19,1,98,998,99,99,999,2,10000,998,9998,98,2,8,5,1,1,1,98,1,Z,1,1,99,9999,998,999,998,8,1,10,101,10102,98,99,10000
10,101,10102,1,2,8,12926,260,1,2,1,1,42,1,98,998,99,99,999,1,98,998,9998,98,2,4,5,2,2,98,98,1,Z,98,98,98,9998,998,999,998,4,98,10,101,10102,98,99,98
10,101,10102,1,2,8,12926,262,1,1,1,1,49,1,98,998,2,98,998,2,10104,998,9998,98,2,8,5,1,2,98,98,2,A,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,10104
10,101,10102,1,2,8,12926,263,1,1,1,2,38,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,1,1,98,2,A,2,2,2,2004,998,998,998,8,1,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,263,1,2,5,1,17,1,98,998,2,98,998,1,98,998,9998,98,2,2,8,2,1,1,98,1,I,98,98,98,9998,998,998,998,10,1,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,263,1,3,5,2,13,1,98,998,2,98,998,1,98,998,9998,98,1,7,5,2,1,1,98,98,98,98,98,98,9998,998,998,998,7,1,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,263,1,4,7,1,51,1,98,998,2,98,998,1,98,998,9998,98,2,8,5,1,2,98,98,2,Z,98,98,98,9998,998,998,998,8,98,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,263,1,5,14,1,25,99,99,999,99,99,999,99,99,999,9999,99,99,99,99,99,99,99,99,99,99,98,98,98,9998,999,999,999,99,99,10,101,10102,99,99,99
10,101,10102,1,2,8,12926,265,1,1,1,1,50,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,1,1,98,1,A,98,98,98,9998,998,998,998,6,1,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,265,1,2,2,2,50,1,98,998,2,98,998,1,98,998,9998,98,2,6,5,2,1,1,98,6,98,1,1,11,1986,998,998,998,6,1,10,101,10102,98,98,98
10,101,10102,1,2,8,12926,265,1,3,5,2,30,1,98,998,2,98,998,1,98,998,9998,98,2,2,7,2,1,1,98,1,C,0,98,98,9998,998,998,998,10,1,10,101,10102,98,98,98
